open_time,open,high,low,close,volume,status
1668614400000,16424.4,16636.8,16391.7,16565.9,45974.904,0
1668621600000,16565.8,16634.3,16439.7,16548.0,31785.198,0
1668628800000,16548.0,16610.0,16515.0,16540.1,20020.126,0
1668636000000,16540.1,16770.6,16486.2,16650.6,40125.141,0
1668643200000,16650.7,16741.7,16640.9,16683.0,23970.814,0
1668650400000,16683.1,16694.8,16499.0,16517.4,25614.009,0
1668657600000,16517.3,16581.9,16403.3,16570.8,33472.547,0
1668664800000,16570.9,16613.5,16523.0,16602.0,26929.277,0
1668672000000,16602.0,16624.7,16456.0,16511.2,30511.27,0
1668679200000,16511.1,16611.3,16493.5,16587.8,24010.889,0
1668686400000,16587.8,16598.1,16420.2,16485.7,47803.745,0
1668693600000,16485.7,16710.0,16450.3,16526.8,74007.308,0
1668700800000,16526.7,16699.0,16508.8,16685.4,49056.013,0
1668708000000,16685.4,16740.0,16593.6,16614.7,31397.45,0
1668715200000,16614.7,16738.0,16603.3,16681.0,21724.422,0
1668722400000,16681.1,16723.2,16637.4,16682.1,20491.541,0
1668729600000,16682.1,16984.4,16672.0,16881.2,71725.731,0
1668736800000,16881.2,16969.0,16831.3,16845.6,26157.058,0
1668744000000,16845.7,16856.3,16761.1,16798.5,26239.801,0
1668751200000,16798.6,16814.3,16716.6,16739.8,23541.689,0
1668758400000,16739.7,16760.0,16666.7,16731.5,29840.108,0
1668765600000,16731.5,16844.9,16703.6,16744.0,36384.996,0
1668772800000,16744.0,16813.7,16719.6,16743.3,25384.781,0
1668780000000,16743.3,16776.1,16600.0,16686.8,49310.207,0
1668787200000,16686.7,16725.9,16544.0,16588.6,41495.751,0
1668794400000,16588.7,16670.4,16541.1,16648.0,24817.553,0
1668801600000,16648.0,16678.9,16611.1,16645.2,18743.078,0
1668808800000,16645.2,16719.7,16620.1,16689.7,14972.089,0
1668816000000,16689.7,16696.8,16642.6,16657.7,9749.424,0
1668823200000,16657.7,16657.7,16566.8,16622.2,16300.408,0
1668830400000,16622.3,16641.7,16543.8,16594.2,16553.249,0
1668837600000,16594.2,16616.0,16562.0,16592.2,11199.745,0
1668844800000,16592.2,16655.9,16574.1,16626.2,15186.867,0
1668852000000,16626.1,16675.2,16615.0,16669.3,9747.812,0
1668859200000,16669.3,16677.7,16624.1,16639.3,12400.781,0
1668866400000,16639.3,16668.7,16632.1,16648.5,11185.181,0
1668873600000,16648.5,16655.0,16600.1,16607.0,13281.587,0
1668880800000,16606.9,16637.5,16604.5,16619.7,6435.634,0
1668888000000,16619.6,16674.7,16619.0,16671.0,9255.386,0
1668895200000,16671.0,16814.5,16671.0,16692.9,40526.841,0
1668902400000,16693.0,16743.9,16660.4,16674.7,16113.761,0
1668909600000,16674.7,16702.7,16658.8,16672.8,9971.195,0
1668916800000,16672.9,16689.7,16660.8,16679.7,7208.314,0
1668924000000,16679.8,16733.3,16666.8,16710.2,12545.219,0
1668931200000,16710.1,16725.9,16546.1,16619.9,35534.746,0
1668938400000,16620.0,16672.0,16458.1,16517.5,51616.677,0
1668945600000,16517.6,16594.0,16454.2,16573.9,36425.855,0
1668952800000,16574.0,16624.9,16522.7,16570.3,19158.339,0
1668960000000,16570.4,16580.7,16520.8,16538.3,12158.298,0
1668967200000,16538.3,16604.0,16525.3,16582.0,11631.005,0
1668974400000,16581.9,16587.7,16205.4,16277.4,61376.182,0
1668981600000,16277.4,16349.3,16167.1,16272.6,53859.623,0
1668988800000,16272.7,16284.3,16110.0,16204.3,46433.104,0
1668996000000,16204.4,16209.9,15888.0,16067.2,88749.424,0
1669003200000,16067.3,16304.3,16057.4,16221.3,56819.096,0
1669010400000,16221.4,16247.0,15947.7,16032.2,48313.173,0
1669017600000,16032.1,16150.0,15955.2,16102.3,52463.354,0
1669024800000,16102.2,16146.5,16051.0,16077.6,27799.364,0
1669032000000,16077.6,16273.0,16020.9,16167.7,56095.833,0
1669039200000,16167.7,16243.2,16100.0,16122.7,38699.811,0
1669046400000,16122.6,16131.7,15898.4,16005.0,81339.011,0
1669053600000,16005.0,16031.0,15555.0,15712.8,119410.214,-1
1669060800000,15712.8,15884.1,15443.2,15637.9,111343.956,-1
1669068000000,15637.9,15853.6,15605.2,15773.0,62753.025,-1
1669075200000,15772.9,15960.0,15740.0,15807.5,48691.893,-1
1669082400000,15807.5,15919.9,15763.7,15841.0,32182.785,-1
1669089600000,15841.1,15874.4,15765.4,15795.3,25024.146,-1
1669096800000,15795.2,15812.1,15610.3,15754.9,55782.335,-1
1669104000000,15754.9,15767.3,15653.8,15680.8,38411.508,-1
1669111200000,15680.9,15818.6,15654.0,15742.3,34944.863,-1
1669118400000,15742.3,16215.0,15680.0,16162.4,128666.845,0
1669125600000,16162.4,16309.0,16033.1,16232.8,83721.831,0
1669132800000,16232.8,16282.4,16053.0,16073.4,46045.53,0
1669140000000,16073.4,16240.0,16040.0,16160.5,39416.995,0
1669147200000,16160.6,16186.6,16080.0,16142.6,20207.325,0
1669154400000,16142.5,16250.0,16095.0,16220.6,26237.588,0
1669161600000,16220.5,16250.0,16155.5,16215.8,27606.293,0
1669168800000,16215.9,16583.4,16206.9,16577.9,95516.907,0
1669176000000,16577.9,16581.7,16439.2,16455.7,28388.91,0
1669183200000,16455.7,16659.1,16440.0,16572.9,36655.817,0
1669190400000,16572.9,16625.0,16489.5,16554.2,36680.905,0
1669197600000,16554.3,16694.0,16522.1,16577.0,38872.003,0
1669204800000,16577.0,16593.5,16378.7,16388.9,48631.132,0
1669212000000,16388.8,16497.0,16338.0,16415.9,56219.235,0
1669219200000,16415.9,16455.9,16313.1,16384.2,31978.817,0
1669226400000,16384.2,16703.4,16374.4,16466.9,85964.723,0
1669233600000,16466.8,16619.1,16415.6,16478.4,30190.372,0
1669240800000,16478.4,16670.0,16454.0,16595.8,30009.796,0
1669248000000,16595.8,16792.3,16528.0,16737.5,49278.615,1
1669255200000,16737.5,16800.0,16670.0,16703.2,33347.092,1
1669262400000,16702.8,16728.6,16636.5,16645.6,22021.631,1
1669269600000,16645.6,16717.3,16605.0,16613.8,27623.013,1
1669276800000,16613.8,16631.1,16511.0,16593.6,36251.844,1
1669284000000,16593.5,16606.8,16481.6,16567.1,29078.925,1
1669291200000,16567.1,16598.0,16487.9,16578.4,25449.938,1
1669298400000,16578.5,16582.8,16450.0,16549.0,32520.16,1
1669305600000,16548.9,16669.6,16506.7,16576.8,50559.002,1
1669312800000,16576.9,16597.5,16533.3,16569.0,16655.975,1
1669320000000,16568.9,16585.0,16527.2,16546.3,13276.764,1
1669327200000,16546.3,16628.0,16535.9,16592.4,14961.459,1
1669334400000,16592.5,16610.0,16501.1,16517.4,20762.029,1
1669341600000,16517.4,16524.9,16460.1,16480.3,22138.68,0
1669348800000,16480.2,16493.4,16340.6,16353.0,41880.329,0
1669356000000,16353.1,16466.6,16331.7,16453.8,25523.705,0
1669363200000,16453.7,16488.7,16410.3,16432.8,19478.172,0
1669370400000,16432.8,16583.9,16400.0,16523.5,38725.952,0
1669377600000,16523.5,16577.9,16465.0,16483.6,27200.714,0
1669384800000,16483.6,16563.7,16432.0,16505.4,36764.091,0
1669392000000,16505.3,16527.3,16451.0,16502.5,21377.77,0
1669399200000,16502.5,16545.6,16471.0,16516.0,13606.813,0
1669406400000,16515.9,16639.9,16483.2,16493.6,22900.668,0
1669413600000,16493.7,16570.0,16471.6,16516.1,16201.193,0
1669420800000,16516.2,16699.1,16505.2,16624.0,36346.944,0
1669428000000,16624.0,16656.0,16592.0,16615.0,14779.241,0
1669435200000,16614.9,16644.3,16592.7,16614.6,14351.045,0
1669442400000,16614.7,16614.7,16522.6,16576.9,22756.159,0
1669449600000,16576.9,16594.9,16560.4,16581.3,11955.834,0
1669456800000,16581.3,16631.5,16549.7,16572.8,20717.346,0
1669464000000,16572.7,16604.0,16550.2,16590.4,12334.747,0
1669471200000,16590.4,16680.0,16471.5,16506.4,47832.88,0
1669478400000,16506.4,16526.0,16485.0,16511.2,14071.44,0
1669485600000,16511.3,16516.1,16413.7,16480.7,20782.75,0
1669492800000,16480.6,16539.9,16479.5,16506.7,12904.769,0
1669500000000,16506.7,16508.5,16369.1,16449.2,24568.504,0
1669507200000,16449.2,16499.7,16441.0,16475.4,12485.493,0
1669514400000,16475.4,16576.1,16475.3,16520.0,17080.059,0
1669521600000,16520.1,16594.2,16519.4,16530.3,17783.64,0
1669528800000,16530.2,16587.0,16530.2,16553.9,9832.069,0
1669536000000,16553.9,16574.0,16506.5,16513.8,13116.45,0
1669543200000,16513.7,16589.0,16505.5,16544.4,18171.823,0
1669550400000,16544.3,16571.5,16513.0,16530.5,12896.844,0
1669557600000,16530.4,16578.4,16510.2,16566.2,14175.649,0
1669564800000,16566.3,16573.5,16513.0,16523.7,13304.361,0
1669572000000,16523.6,16559.9,16523.6,16546.9,8520.257,0
1669579200000,16546.9,16585.0,16539.1,16569.5,10130.752,0
1669586400000,16569.5,16588.0,16396.0,16422.6,41872.948,0
1669593600000,16422.5,16475.0,16080.0,16135.1,97589.795,0
1669600800000,16135.1,16198.0,16040.0,16168.9,50031.917,0
1669608000000,16169.0,16239.1,16139.3,16153.0,24382.052,0
1669615200000,16153.0,16227.6,16131.5,16215.1,17300.901,0
1669622400000,16215.1,16262.7,16180.3,16208.5,23941.7,0
1669629600000,16208.4,16220.0,16170.0,16205.0,17101.545,0
1669636800000,16205.0,16229.8,16140.0,16170.4,26046.766,0
1669644000000,16170.4,16300.0,16101.6,16136.7,61188.641,0
1669651200000,16136.7,16390.4,15984.1,16202.2,123698.088,0
1669658400000,16202.2,16250.0,16136.3,16215.1,30529.409,0
1669665600000,16215.2,16266.9,16181.1,16192.4,16371.634,0
1669672800000,16192.3,16238.1,16188.6,16204.5,8955.421,0
1669680000000,16204.6,16299.9,16088.0,16242.9,36040.859,0
1669687200000,16242.9,16299.2,16241.2,16279.1,16826.407,0
1669694400000,16279.1,16535.0,16272.1,16476.9,70649.338,0
1669701600000,16476.9,16509.9,16444.4,16455.9,23734.57,0
1669708800000,16456.0,16543.0,16422.4,16507.5,36247.577,0
1669716000000,16507.4,16536.5,16476.6,16488.0,21967.622,0
1669723200000,16488.0,16502.8,16375.7,16407.0,35157.975,0
1669730400000,16407.0,16453.0,16312.6,16384.8,59921.779,0
1669737600000,16384.9,16419.2,16335.1,16372.2,29810.72,0
1669744800000,16372.2,16471.5,16350.0,16418.2,23304.138,0
1669752000000,16418.1,16504.7,16415.8,16455.9,21036.929,0
1669759200000,16456.0,16521.9,16418.3,16433.2,16712.94,0
1669766400000,16433.3,16944.3,16421.5,16874.9,119209.064,0
1669773600000,16874.9,17082.2,16833.9,16836.7,71970.138,0
1669780800000,16836.8,16905.0,16811.9,16858.0,29121.204,0
1669788000000,16858.0,16916.3,16820.0,16874.1,22848.41,0
1669795200000,16874.1,16926.2,16830.0,16870.8,22966.785,0
1669802400000,16870.7,16891.9,16858.0,16871.4,14048.965,0
1669809600000,16871.3,16888.5,16750.8,16802.9,55564.193,0
1669816800000,16802.9,16878.0,16789.0,16856.8,27850.748,0
1669824000000,16856.8,16899.1,16710.3,16782.1,43636.859,0
1669831200000,16782.0,17138.7,16700.0,17051.5,126171.97,0
1669838400000,17051.5,17100.0,17018.0,17095.8,33364.455,0
1669845600000,17095.7,17248.3,17060.0,17153.3,53572.159,1
1669852800000,17153.4,17222.1,17100.1,17107.9,37509.354,1
1669860000000,17107.9,17162.6,17080.0,17143.8,19951.515,1
1669867200000,17143.8,17161.1,17054.0,17105.3,22588.873,1
1669874400000,17105.3,17123.3,17056.3,17062.6,16172.936,1
1669881600000,17062.5,17132.9,17053.0,17106.1,20598.605,1
1669888800000,17106.2,17106.7,17030.0,17096.9,22366.667,1
1669896000000,17096.9,17348.5,16960.0,17082.0,100565.918,1
1669903200000,17082.1,17138.7,16887.1,16970.5,85904.574,1
1669910400000,16970.5,16991.7,16910.0,16960.4,28622.174,1
1669917600000,16960.5,16969.9,16893.1,16945.4,20461.417,1
1669924800000,16945.5,16959.1,16851.2,16917.5,20481.176,1
1669932000000,16917.5,16982.4,16915.4,16970.5,15828.1,1
1669939200000,16970.5,17038.0,16861.2,16917.0,30836.699,1
1669946400000,16916.9,16934.6,16852.4,16893.9,19524.377,1
1669953600000,16893.9,16937.2,16874.0,16927.1,11103.86,1
1669960800000,16927.0,16967.2,16897.9,16947.1,15158.505,1
1669968000000,16947.0,16979.8,16925.3,16953.8,13463.853,1
1669975200000,16953.9,17042.2,16937.1,16987.1,28456.648,1
1669982400000,16987.0,17096.3,16760.0,16881.5,101097.98,1
1669989600000,16881.5,16973.6,16847.1,16928.9,41393.502,1
1669996800000,16928.9,16965.2,16894.0,16926.4,19540.611,1
1670004000000,16926.4,16989.2,16922.3,16979.3,14774.056,1
